Date,year,month,Total_arrivals,N_influenza,ILI,Positivity_Rate,RH,Temp_avg,Temp_dew,WS_avg,WCI,ICL,Baidu,North_ILI,South_ILI,North_Pos_Rate,South_Pos_Rate,ILI_Pos_Product,Baidu_without_covid,Baidu_covid,Temp_max,Temp_min
2020/3/1,2020,3,27525,315.7142857,2.61483871,0.009658065,77.43317972,21.99170507,17.7156682,18.75253456,411.9147257,0.83486682,103202.1613,2.506451613,2.687096774,0.014903226,0.00616129,0.026012903,50882.67742,52319.48387,27.51428571,18.62857143
2020/4/1,2020,4,2945,39.14285714,2.172,0.00184,72.03809524,22.43142857,16.61619048,14.18380952,378.9650623,0.801384204,109332.8667,1.91,2.346666667,0.0021,0.001666667,0.0039576,43753.83333,65579.03333,30.07142857,18.62857143
2020/5/1,2020,5,5623,4,2.428387097,0.000180645,76.71428571,28.18525346,23.55299539,15.11797235,173.8684504,0.364690323,92339.74194,1.9,2.780645161,0.000451613,0,0.000429935,50329.16129,42010.58065,33.48571429,22.8
2020/6/1,2020,6,6633,19,2.778666667,0.000653333,73.57142857,30.05571429,24.70714286,16.7052381,108.2860765,0.222757987,80658.26667,2.186666667,3.173333333,0.000233333,0.000933333,0.001879733,47493.9,33164.36667,34.4,27.27142857
2020/7/1,2020,7,5709,4.714285714,2.389032258,9.03E-05,71.43778802,30.52304147,24.61059908,16.98571429,91.15542501,0.187286842,162866.7097,1.932258065,2.693548387,0.000225806,0,0.000214968,45728.25806,117138.4516,35.07142857,26.75714286
2020/8/1,2020,8,2323,5.571428571,2.350967742,0.000154839,75.34562212,29.48064516,24.50276498,13.97327189,125.7504723,0.266338684,155343.3548,1.841935484,2.690322581,0,0.000258065,0.000373935,45625.67742,109717.6774,34.31428571,26.21428571
2020/9/1,2020,9,6211,9.857142857,2.938666667,0.00032,76.14761905,29.13190476,24.37952381,14.25571429,138.2213023,0.292798321,128807.3667,2.096666667,3.5,0,0.000533333,0.0009316,46765.83333,82041.53333,33.92857143,26.04285714
2020/10/1,2020,10,4849,19,2.949032258,0.000374194,64.66359447,25.91105991,18.47327189,18.07465438,263.3732086,0.537367653,99052.48387,2.34516129,3.351612903,0.000451613,0.000322581,0.001116387,47583.06452,51469.41935,31.07142857,22.05714286
2020/11/1,2020,11,3555,21.85714286,3.174666667,0.00052,62.81904762,23.91571429,16.03285714,14.67809524,327.3396014,0.68874478,99946.36667,2.476666667,3.64,0,0.000866667,0.0016472,45723.9,54222.46667,29,14.94285714
2020/12/1,2020,12,2425,177,3.202580645,0.005051613,59.50691244,17.81152074,9.461751152,14.47327189,546.8250174,1.15205362,101373.4516,2.8,3.470967742,0,0.008419355,0.01634129,47718.22581,53655.22581,23.07142857,11.94285714
2021/1/1,2021,1,2874,583,3.106451613,0.016277419,52.20276498,16.43179724,5.706912442,14.25852535,594.2295609,1.256771603,83241.51613,2.738709677,3.351612903,0.000677419,0.026677419,0.050001548,44881.77419,38359.74194,22.97142857,10.85714286
2021/2/1,2021,2,3799,308,2.435,0.00965,66.67857143,19.97857143,13.21785714,14.52142857,468.2988887,0.987573586,72153.5,2.075,2.675,0.00125,0.01525,0.023398,41624.5,30529,25.15714286,16.14285714
2021/3/1,2021,3,4916,692.4285714,2.350322581,0.016219355,72.32718894,22.4764977,17.06820276,16.48294931,386.4454748,0.798018736,80183.58065,1.883870968,2.661290323,0.009580645,0.020645161,0.039257032,46736.77419,33446.80645,30.14285714,19.24285714
2021/4/1,2021,4,4120,1166.428571,2.833333333,0.03646,71.92380952,24.80761905,19.22142857,17.65,303.8759639,0.62111042,76422.06667,2.233333333,3.233333333,0.0548,0.024233333,0.104920667,45964.03333,30458.03333,30.14285714,21.3
2021/5/1,2021,5,3896,1551.285714,3.407096774,0.049722581,72.49308756,29.26820276,23.68986175,16.09953917,136.3326168,0.282518438,81462.22581,2.6,3.94516129,0.075193548,0.032741935,0.170395226,44377.19355,37085.03226,34.65714286,22.51428571
2021/6/1,2021,6,4647,1270.142857,3.664,0.04406,75.32380952,29.47047619,24.53952381,16.78095238,128.8850406,0.267174068,75428.46667,2.89,4.18,0.0496,0.040366667,0.163315467,42922.8,32505.66667,33.67142857,26.11428571
2021/7/1,2021,7,6302,927.8571429,3.110967742,0.02976129,74.25806452,30.10829493,24.86958525,15.20230415,104.8096291,0.218729658,78016.16129,2.425806452,3.567741935,0.010774194,0.042419355,0.092195097,47851.41935,30164.74194,34.15714286,26.37142857
2021/8/1,2021,8,8523,978.1428571,2.552903226,0.031406452,75.89861751,29.42304147,24.59078341,12.98663594,126.0854939,0.270681207,77793.51613,2.032258065,2.9,0.004483871,0.049354839,0.079640129,47753.70968,30039.80645,33.77142857,26.94285714
2021/9/1,2021,9,6955,1700,2.799333333,0.052453333,71.85238095,30.1147619,24.32857143,12.20142857,100.4153253,0.218154886,72427.13333,1.983333333,3.343333333,0.004833333,0.0842,0.148323467,49113.86667,23313.26667,34.3,27.04285714
2021/10/1,2021,10,6680,2047.714286,2.817419355,0.060967742,71.11981567,26.05345622,20.23364055,16.69078341,251.3465632,0.526514677,74417.6129,2.267741935,3.183870968,0.013741935,0.092451613,0.173664129,53184.77419,21232.83871,33.54285714,20.08571429
2021/11/1,2021,11,6444,4203.428571,3.167333333,0.112046667,56.5952381,22.32142857,12.62666667,13.50142857,378.5293343,0.809720746,67969.8,2.743333333,3.45,0.064566667,0.1437,0.356430667,47459.96667,20509.83333,29.61428571,15.61428571
2021/12/1,2021,12,6475,9885.857143,3.778064516,0.230703226,61.49308756,18.95898618,10.68663594,12.87096774,493.2583377,1.064914518,70245.80645,3.561290323,3.922580645,0.22416129,0.235064516,0.8776,50578.83871,19666.96774,24.71428571,14.07142857
2022/1/1,2022,1,5755,12880.42857,3.569677419,0.284335484,71.60829493,18.06175115,12.67603687,13.31612903,529.2328747,1.133029784,82747.51613,3.403225806,3.680645161,0.313193548,0.265096774,1.025642323,42928.64516,39818.87097,22.78571429,11.7
2022/2/1,2022,2,1810,7439.142857,2.748571429,0.218628571,76.34693878,14.88520408,10.56428571,14.92091837,650.6235373,1.374168583,333112.6429,2.328571429,3.028571429,0.197178571,0.232928571,0.598612857,51006.03571,282106.6071,25.15714286,10.27142857
2022/3/1,2022,3,996,6954.857143,3.283870968,0.178187097,72.02304147,21.94930876,16.33087558,16.67926267,405.8127324,0.83804113,434049.5806,2.287096774,3.948387097,0.152870968,0.195064516,0.591893419,45881.51613,388168.0645,27.6,17.35714286
2022/4/1,2022,4,3593,1461.571429,2.821333333,0.050613333,67.62857143,24.11619048,17.43714286,14.83857143,319.8225356,0.673527719,193918.6333,1.873333333,3.453333333,0.040933333,0.057066667,0.1447388,44572.66667,149345.9667,30.54285714,17.35714286
2022/5/1,2022,5,14419,1718.571429,2.760645161,0.052070968,73.88018433,25.85483871,20.51797235,15.37465438,258.9031362,0.541579419,112045.9032,1.651612903,3.5,0.00616129,0.082677419,0.150448387,49390.3871,62655.51613,31.95714286,21.6
2022/6/1,2022,6,35359,5721.714286,4.513333333,0.171786667,75.74285714,29.06714286,24.20666667,17.75857143,145.5257607,0.297808766,94313.56667,1.713333333,6.38,0.002566667,0.2846,0.796342,51603.9,42709.66667,33.24285714,25.45714286
2022/7/1,2022,7,40091,7573.428571,3.763870968,0.215632258,69.55299539,30.90322581,24.49124424,15.19953917,76.55572365,0.158383296,87369.41935,2.025806452,4.922580645,0.032322581,0.33783871,0.816143742,49477.51613,37891.90323,35.62857143,27.18571429
2022/8/1,2022,8,48295,5176.428571,3.092258065,0.164219355,75.69124424,29.34746544,24.39631336,14.01059908,130.7175503,0.276447859,88384.25806,2.5,3.487096774,0.125645161,0.189935484,0.513688129,53918.19355,34466.06452,33.62857143,25.54285714
2022/9/1,2022,9,51282,2825.857143,2.972666667,0.105073333,62.97619048,30.21952381,21.95285714,14.04571429,100.1146429,0.210247482,84668.76667,2.516666667,3.276666667,0.121333333,0.094233333,0.3126412,45882.7,38786.06667,35.82857143,26.82857143
2022/10/1,2022,10,47658,2634.857143,2.855483871,0.076580645,57.57603687,26.57327189,17.01152074,16.76820276,237.0518363,0.487078124,81747.06452,2.619354839,3.012903226,0.100580645,0.060580645,0.218694581,47334.80645,34412.25806,32.61428571,20.21428571
2022/11/1,2022,11,58699,1801.428571,2.762,0.068106667,76.02380952,23.57904762,18.92666667,15.50809524,340.2262134,0.714303212,92105.8,2.25,3.103333333,0.064866667,0.070266667,0.1882384,50659.76667,41446.03333,28.45714286,18.04285714
2022/12/1,2022,12,67258,941.7142857,6.745806452,0.038722581,58.74654378,16.57926267,7.661290323,13.36129032,582.4013443,1.245554248,88308.93548,5.058064516,7.870967742,0.021129032,0.050451613,0.182537677,56056.51613,32252.41935,23.17142857,12.21428571
2023/1/1,2023,1,279717,115,2.427096774,0.002664516,61.66820276,17.19308756,9.025345622,13.70138249,562.6103489,1.198973407,93901.22581,2.235483871,2.55483871,0.004870968,0.001193548,0.005986323,81118.19355,12783.03226,22.44285714,11.88571429
2023/2/1,2023,2,1108653,5118,2.624285714,0.109064286,64.6122449,19.43877551,12.21581633,15.76785714,494.7094715,1.028576451,118721.1786,2.671428571,2.592857143,0.146178571,0.084321429,0.483749143,110671,8050.178571,24.01428571,15.8
2023/3/1,2023,3,1967602,28849.57143,8.527741935,0.511341935,68.90322581,21.72304147,15.2797235,15.62949309,410.7471577,0.85519427,127567.0968,6.9,9.612903226,0.506677419,0.514451613,4.382693419,121075.6452,6491.451613,26.41428571,16.35714286
2023/4/1,2023,4,2303943,15012.14286,5.501333333,0.337106667,76.62380952,24.09190476,19.57571429,16.95619048,328.2150762,0.67542128,139916.1333,3.233333333,7.013333333,0.181166667,0.441066667,1.957281333,133827,6089.133333,28.32857143,19.05714286
2023/5/1,2023,5,2287811,2053.857143,5.484516129,0.045432258,75.46082949,27.1921659,22.34101382,15.84608295,211.8018558,0.440080582,121212.2903,3.787096774,6.616129032,0.020290323,0.062193548,0.241933548,114694.5806,6517.709677,34.82857143,21.72857143
2023/6/1,2023,6,2156627,141.5714286,4.769333333,0.00326,76.44285714,29.62380952,24.89238095,12.66095238,117.8876035,0.255431073,123601.2,3.533333333,5.593333333,0.0016,0.004366667,0.0159224,118530.4,5070.8,34.82857143,25.92857143
2023/7/1,2023,7,2975902,323.4285714,3.811612903,0.008387097,71.18894009,30.51935484,24.540553,14.21981567,89.11481456,0.187503117,147076.1613,2.793548387,4.490322581,0.00083871,0.013419355,0.031353677,142905.9355,4170.225806,34.74285714,27.42857143
2023/8/1,2023,8,3434202,916.1428571,3.547096774,0.02376129,74.80645161,29.89124424,24.84193548,13.25990783,109.9513115,0.235144946,131958.1935,2.712903226,4.103225806,0.003225806,0.037451613,0.084399097,127432.5484,4525.645161,33.68571429,26.5
2023/9/1,2023,9,2163378,1469.142857,4.000666667,0.039413333,74.4,29.1747619,23.94428571,14.6647619,137.7970752,0.289571989,116878.1667,2.896666667,4.736666667,0.004533333,0.062666667,0.160552133,112606.6333,4271.533333,34.35714286,26.15714286
2023/10/1,2023,10,2700141,4064.857143,4.502580645,0.1002,69.41474654,26.67096774,20.37327189,15.34884793,229.3626195,0.479629159,96091.83871,3.364516129,5.261290323,0.036677419,0.142548387,0.461844,91686.48387,4405.354839,34.35714286,23.65714286
2023/11/1,2023,11,2429531,15147.42857,6.453333333,0.31562,61.71428571,23.6847619,15.51619048,13.57761905,330.0745748,0.70623993,92454.5,6.023333333,6.74,0.262,0.351366667,2.148958,88622.16667,3832.333333,30.2,17.58571429
2023/12/1,2023,12,2948056,24612.57143,8.278064516,0.478154839,60.97695853,19.32304147,11.26820276,12.89308756,481.7479545,1.037279133,122583.8065,7.219354839,8.983870968,0.393032258,0.534903226,3.960270323,118686.0968,3897.709677,25.68571429,10
2024/1/1,2024,1,2984761,18775.57143,7.271612903,0.380032258,63.68663594,18.23456221,10.93824885,13.90645161,527.4706836,1.119932328,151620.4839,6.038709677,8.093548387,0.316064516,0.422677419,2.821504903,147948.3871,3672.096774,24.42857143,9.171428571
2024/2/1,2024,2,3245911,10588.85714,6.042758621,0.260468966,72.39901478,18.85665025,13.50837438,14.08768473,505.3854454,1.072718628,145386.7931,5.072413793,6.689655172,0.194862069,0.304206897,1.594064276,142255.069,3131.724138,25.28571429,12.82857143
2024/3/1,2024,3,2467491,7860.571429,4.683870968,0.169877419,71.77880184,21.68663594,16.14101382,16.35023041,415.1269312,0.857972952,125256.4516,4.006451613,5.135483871,0.104322581,0.213580645,0.801573032,120071.5806,5184.870968,29.28571429,12.82857143
2024/4/1,2024,4,2483291,3445.714286,4.216666667,0.08524,75.64285714,26.90666667,22.09142857,16.23047619,223.065504,0.461764187,127277.4,3.636666667,4.603333333,0.0572,0.103933333,0.3596732,123736.3,3541.1,31.15714286,23.1
2024/5/1,2024,5,2627401,2836.714286,4.511612903,0.069490323,75.30875576,26.83963134,21.80368664,16.88986175,226.494792,0.466863032,117315.6129,3.822580645,4.970967742,0.029096774,0.096419355,0.313414194,114182.6774,3132.935484,30.74285714,23.31428571
2024/6/1,2024,6,2341637,2290.571429,4.603333333,0.058226667,76.77142857,29.36571429,24.7647619,17.23666667,135.2081784,0.275139558,107549.3667,3.893333333,5.076666667,0.015166667,0.086933333,0.267915733,104419.5667,3129.8,33.4,24.94285714
2024/7/1,2024,7,3140563,2529.142857,4.406451613,0.06036129,74.53456221,30.56682028,25.37235023,15.80921659,88.77372681,0.183940511,124748.871,3.903225806,4.741935484,0.010774194,0.093419355,0.267183484,121531.1613,3217.709677,34.68571429,27.15714286
2024/8/1,2024,8,3659538,1490.857143,3.555483871,0.037967742,75.73271889,30.13778802,25.22534562,13.18525346,100.8364362,0.216437055,126430.4516,3.551612903,3.558064516,0.008258065,0.057774194,0.136607226,123136.871,3293.580645,35.25714286,26.41428571
2024/9/1,2024,9,2295568,1205.428571,3.480666667,0.030986667,73.36666667,29.6047619,24.14619048,13.6147619,120.1495982,0.256900305,118382.1333,3.406666667,3.53,0.004266667,0.0488,0.108076,115555.9667,2826.166667,34.31428571,25.88571429
2024/10/1,2024,10,3138319,1594.142857,3.420645161,0.029264516,59.46082949,27.79078341,18.82488479,15.35345622,188.522368,0.39463577,93879.87097,3.383870968,3.44516129,0.009580645,0.042387097,0.10035329,91113,2766.870968,32.7,23.65714286
2024/11/1,2024,11,2557894,3667.142857,3.673333333,0.055673333,65.04761905,23.13761905,15.51904762,12.71428571,346.415465,0.747748073,109793.0667,3.913333333,3.513333333,0.043433333,0.063833333,0.206503733,106947.3333,2845.733333,28.52857143,17.08571429
2024/12/1,2024,12,3100753,14054.28571,5.028275862,0.183531034,51.68965517,18.43004926,7.656650246,13.28078818,516.0010697,1.105075415,120392.0345,5.872413793,4.465517241,0.217689655,0.160758621,0.977537793,117572.2759,2819.758621,24.4,13.5
,,,,,,,,,,,,,,,,,,,,,,
